Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2068770,1975124,1890232,1741013
Liabilities,,,,
Total Liabilities,1851301,1784271,1717246,1578774
Stockholders' Equity,,,,
Common Stock,218109,217783,217081,216731
Retained Earnings,-2184,-24652,-42804,-53008
Accumulated other comprehensive income,1544,-2278,-1291,-1484
Total stockholders' equity,217469,190853,172986,162239
Total liabilities and stockholders' equity,2068770,1975124,1890232,1741013
