Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1238620,909219,622983,527395
Depreciation & amortization,-,142284,145452,263368
Change in working capital,-,-127079,229642,-60817
Inventory,-,-59015,-,-
Other working capital,-,666350,1040647,828917
Other non-cash items,-,15242,-24310,244307
Net cash provided by operating activites,-,940745,1244547,1074471
Investments in property plant and equipment,-,-274395,-203900,-245554
Purchases of investments,-,-577425,-605144,-225000
Sales/Maturities of investments,-,200000,97165,188741
Other investing activites,-,-25387,-98333,209461
Net cash used for investing activites,-,-677207,-810212,-72352
Net change in cash,-,-63016,-162227,472236
Cash at beginning of period,-,1867617,2029845,1557609
Cash at end of period,-,1804601,1867617,2029845
Operating Cash Flow,-,940745,1244547,1074471
Capital Expenditure,-,-274395,-203900,-245554
Free Cash Flow,-,666350,1040647,828917
