Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4848579,4551357,4172688,3529537
Depreciation & amortization,-,5736790,5676947,5343010
Change in working capital,-,-1872016,1417095,-1015778
Inventory,-,-895710,1552634,-1060500
Other working capital,-,9261116,11598647,8154492
Other non-cash items,-,636567,-263929,-484011
Net cash provided by operating activites,-,9261116,11598647,8154492
Purchases of investments,-,-4481,-,-445901
Sales/Maturities of investments,-,442,32933,493792
Other investing activites,-,-9033691,-8460274,-12122957
Net cash used for investing activites,-,-9197195,-8500472,-12075066
Net change in cash,-,-185911,-47671,-509749
Cash at beginning of period,-,2699406,2747077,3256827
Cash at end of period,-,2513494,2699406,2747077
Operating Cash Flow,-,9261116,11598647,8154492
Free Cash Flow,-,9261116,11598647,8154492
