Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5024405,3136776,2756695,2346533
Liabilities,,,,
Total Liabilities,4245824,2427535,2061996,1653312
Stockholders' Equity,,,,
Common Stock,6,6,6,6
Retained Earnings,89586,79753,48198,55232
Accumulated other comprehensive income,31114,-15828,10346,1127
Total stockholders' equity,778581,709241,694699,693221
Total liabilities and stockholders' equity,5024405,3136776,2756695,2346533
