Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4023250,3008718,3000668,2988527
Liabilities,,,,
Total Liabilities,3465642,2566017,2587099,2574132
Stockholders' Equity,,,,
Common Stock,2005,1824,1822,1820
Retained Earnings,492055,456716,420275,421826
Accumulated other comprehensive income,-7501,-23454,-14704,-14164
Total stockholders' equity,557608,442701,413569,414395
Total liabilities and stockholders' equity,4023250,3008718,3000668,2988527
