Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1715000,1715000,2885000,2001000,1931000
Depreciation & amortization,2111000,2111000,1254000,1184000,1287000
Change in working capital,-70000,-70000,-64000,582000,83000
Other working capital,537000,537000,434000,2023000,-393000
Other non-cash items,-180000,-180000,-220000,-248000,-206000
Net cash provided by operating activites,4002000,4002000,3236000,3513000,2645000
Investments in property plant and equipment,-3465000,-3465000,-2802000,-1490000,-3038000
Acquisitions net,-,-,-,-,0
Purchases of investments,-103000,-103000,-,-432000,-450000
Sales/Maturities of investments,-,-,924000,17000,0
Other investing activites,-1000,-1000,61000,55000,-
Net cash used for investing activites,-2658000,-2658000,-1243000,-1544000,-1749000
Net change in cash,85000,85000,583000,141000,596000
Cash at beginning of period,3837000,3837000,3292000,3337000,2909000
Cash at end of period,4062000,4062000,3837000,3292000,3337000
Operating Cash Flow,4002000,4002000,3236000,3513000,2645000
Capital Expenditure,-3465000,-3465000,-2802000,-1490000,-3038000
Free Cash Flow,537000,537000,434000,2023000,-393000
