Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1337980,1197818,910007,691533
Depreciation & amortization,-,59877,53829,32164
Change in working capital,-,10195,94087,-50995
Other working capital,-,1269309,885334,672936
Other non-cash items,-,-77520,-54599,-4761
Net cash provided by operating activites,-,1320333,1010314,732512
Investments in property plant and equipment,-,-51024,-124980,-59576
Purchases of investments,-,-2056308,-4298763,-18028
Sales/Maturities of investments,-,1102908,2568146,227387
Other investing activites,-,-1,-35999,5027
Net cash used for investing activites,-,-967245,-1841576,154810
Net change in cash,-,80612,-1041860,2792327
Cash at beginning of period,-,2788134,3829994,1037666
Cash at end of period,-,2868746,2788134,3829994
Operating Cash Flow,-,1320333,1010314,732512
Capital Expenditure,-,-51024,-124980,-59576
Free Cash Flow,-,1269309,885334,672936
