Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,17372575000,16769883000,16124452000
Liabilities,,,
Total Liabilities,16453028000,15881744000,15261366000
Stockholders' Equity,,,
Common Stock,117495000,117495000,117495000
Retained Earnings,523792000,489697000,461631000
Total stockholders' equity,919546000,888138000,863085000
Total liabilities and stockholders' equity,17372575000,16769883000,16124452000
