Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-34419,52227,-37235,107450
Depreciation & amortization,-,187283,158536,169749
Change in working capital,-,85708,213539,-92282
Inventory,-,2552,5093,-373
Other non-cash items,-,-41130,3093,-14696
Net cash provided by operating activites,-,372755,469102,99264
Investments in property plant and equipment,-,-417265,-327785,-161686
Purchases of investments,-,-,-72297,-120063
Sales/Maturities of investments,-,35000,70000,318309
Other investing activites,-,-36374,-2083,12527
Net cash used for investing activites,-,-408640,-290020,69668
Net change in cash,-,-116272,98341,88283
Cash at beginning of period,-,2385366,2287024,2198741
Cash at end of period,-,2269093,2385366,2287024
