Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,198708,198708,180643,163139,150873
Interest Expense,29257,29257,21652,13148,10579
Income Before Tax,65358,65358,54941,57203,45282
Income Tax Expense,11663,11663,8686,18732,14125
Income from Continuing Operations,53695,53695,46255,38471,31157
Net Income,53695,53695,46255,38471,31157
Net Income available to common shareholders,53695,53695,46255,38471,31015
Basic EPS,-,-,2.42,2.12,1.72
Diluted EPS,-,-,2.41,2.10,1.71
Basic Average Shares,-,-,18992,18050,18014
Diluted Average Shares,-,-,19122,18209,18155
