Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,166246000,-,-,-
Depreciation & amortization,-,354950000,352082000,368768000
Change in working capital,-,-73334000,45175000,-39552000
Inventory,-,-34777000,-,-
Other working capital,-,449716000,623266000,485669000
Other non-cash items,-,50282000,48964000,22285000
Net cash provided by operating activites,-,449716000,623266000,485669000
Acquisitions net,-,-33789000,-20492000,-
Other investing activites,-,-440732000,-382271000,-316556000
Net cash used for investing activites,-,-537846000,-447237000,-345749000
Net change in cash,-,14801000,13356000,7795000
Cash at beginning of period,-,144176000,130820000,123025000
Cash at end of period,-,158978000,144176000,130820000
Operating Cash Flow,-,449716000,623266000,485669000
Free Cash Flow,-,449716000,623266000,485669000
