Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,1921456,1449733,1202329,972074
Liabilities,,,,
Total Liabilities,42696,37943,37908,36052
Stockholders' Equity,,,,
Common Stock,50203,43423,39724,35579
Total stockholders' equity,1878760,1411790,1164421,936022
Total liabilities and stockholders' equity,1921456,1449733,1202329,972074
