Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-212.455,-1433,-574.239,-743.632,-2951
Acquisitions net,-,-143.925,-,-,-
Other investing activites,49.121,17.92,0.24,-4.693,3.5
Net cash used for investing activites,-143.034,-1395,-573.999,-748.325,-2947
Debt repayment,-,-89.886,-,-,-
Common stock issued,950,1750,2140,899.839,1687
Common stock repurchased,-57.198,-145.4,-126.473,-96.963,-41.203
Net cash used privided by (used for) financing activities,892.802,1605,2013,802.876,1646
Net change in cash,-168.272,-624.014,843.208,-308.417,-1499
Cash at beginning of period,1238,1399,555.823,864.24,2364
Cash at end of period,1069,775.017,1399,555.823,864.24
Capital Expenditure,-212.455,-1433,-574.239,-743.632,-2951
Free Cash Flow,-1130,-2267,-1170,-1107,-3149
