Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,398000,1084000,-5350000,-537000
Depreciation & amortization,2313000,2583000,2880000,2822000
Change in working capital,-101000,681000,739000,-578000
Inventory,250000,219000,415000,-759000
Other working capital,3231000,3581000,2392000,2565000
Other non-cash items,538000,198000,1838000,537000
Net cash provided by operating activites,3231000,3581000,2392000,2565000
Purchases of investments,-712000,-,-,-
Sales/Maturities of investments,702000,24000,-,-
Other investing activites,-970000,-588000,-2584000,-1964000
Net cash used for investing activites,-977000,355000,-2654000,-2229000
Net change in cash,-377000,1557000,-2517000,376000
Cash at beginning of period,3163000,2104000,4582000,4205000
Cash at end of period,2857000,3661000,2104000,4582000
Operating Cash Flow,3231000,3581000,2392000,2565000
Free Cash Flow,3231000,3581000,2392000,2565000
