Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,4538116,4206181,3221337,2626049
Depreciation & amortization,-,218646,301527,318095
Change in working capital,-,459955,-2568395,2488802
Other working capital,-,4656313,445572,5588561
Other non-cash items,-,682257,-14305,-553842
Net cash provided by operating activites,-,4811630,790621,5755014
Investments in property plant and equipment,-,-155317,-345049,-166453
Purchases of investments,-,-1006872,-507739,-510199
Sales/Maturities of investments,-,1176665,308026,270924
Other investing activites,-,-33732,17173,-74230
Net cash used for investing activites,-,118100,-526728,-479806
Net change in cash,-,2555359,-1811537,3376951
Cash at beginning of period,-,14384769,16196306,12819355
Cash at end of period,-,16940128,14384769,16196306
Operating Cash Flow,-,4811630,790621,5755014
Capital Expenditure,-,-155317,-345049,-166453
Free Cash Flow,-,4656313,445572,5588561
