Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2903556,1882615,1725667,2798146
Depreciation & amortization,-,2055172,1877809,1621295
Change in working capital,-,23566,-641197,-297714
Inventory,-,28613,-186358,-84437
Other working capital,-,2997337,667418,1944738
Other non-cash items,-,361300,-59771,-224804
Net cash provided by operating activites,-,5287948,2609191,3769986
Investments in property plant and equipment,-,-2290611,-1941773,-1825248
Sales/Maturities of investments,-,-,-,332326
Other investing activites,-,-10396,-37490,-61554
Net cash used for investing activites,-,-2090603,-1977423,-1550675
Net change in cash,-,2318739,-223106,1496938
Cash at beginning of period,-,11470684,11693790,10196851
Cash at end of period,-,13789424,11470684,11693790
Operating Cash Flow,-,5287948,2609191,3769986
Capital Expenditure,-,-2290611,-1941773,-1825248
Free Cash Flow,-,2997337,667418,1944738
