Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,73664000,68180000,64219000,59999000
Depreciation & amortization,-,14218000,13030000,12312000
Change in working capital,-,-9183000,-2433000,-432000
Inventory,-,-10014000,-3743000,-3742000
Other working capital,-,53513000,12868000,38809000
Other non-cash items,-,6289000,-4720000,597000
Net cash provided by operating activites,-,81664000,76840000,77930000
Investments in property plant and equipment,-,-28151000,-63972000,-39121000
Acquisitions net,-,-192000,-,-
Purchases of investments,-,0,-23300000,-
Sales/Maturities of investments,-,38000,10000,17000
Other investing activites,-,-2261000,-122000,-3873000
Net cash used for investing activites,-,-30424000,-82751000,-42047000
Net change in cash,-,39130000,-5111000,29240000
Cash at beginning of period,-,60923000,66035000,36794000
Cash at end of period,-,100053000,60923000,66035000
Operating Cash Flow,-,81664000,76840000,77930000
Capital Expenditure,-,-28151000,-63972000,-39121000
Free Cash Flow,-,53513000,12868000,38809000
