Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26932000,21480000,22712000,22636000
Depreciation & amortization,-,20228000,19512000,18459000
Change in working capital,-,-8555000,3302000,1000000
Inventory,-,-7042000,8159000,1260000
Other working capital,-,36473000,44438000,38569000
Other non-cash items,-,4720000,4687000,228000
Net cash provided by operating activites,-,36473000,44438000,38569000
Purchases of investments,-,-5867000,-5251000,-1630000
Sales/Maturities of investments,-,2353000,1022000,5357000
Other investing activites,-,-44582000,-33601000,-32301000
Net cash used for investing activites,-,-48059000,-32603000,-29597000
Net change in cash,-,1069000,1976000,-11048000
Cash at beginning of period,-,20300000,18324000,29372000
Cash at end of period,-,21377000,20300000,18324000
Operating Cash Flow,-,36473000,44438000,38569000
Free Cash Flow,-,36473000,44438000,38569000
