Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,96659000,63386000,51845000,39359000
Depreciation & amortization,31860000,26841000,26183000,26484000
Change in working capital,-43260000,4046000,62966000,1509000
Other working capital,21665000,76092000,124916000,55850000
Net cash provided by operating activites,72461000,103714000,149649000,75851000
Investments in property plant and equipment,-50796000,-27622000,-24733000,-20001000
Purchases of investments,-4152000,-6210000,-41092000,-85700000
Sales/Maturities of investments,9474000,18615000,81018000,51605000
Other investing activites,243000,-35000,-65000,-602000
Net cash used for investing activites,-37418000,-7918000,17040000,-28596000
Net change in cash,-36089000,21399000,83750000,7450000
Cash at beginning of period,248619000,270525000,186775000,179326000
Cash at end of period,215072000,291924000,270525000,186775000
Operating Cash Flow,72461000,103714000,149649000,75851000
Capital Expenditure,-50796000,-27622000,-24733000,-20001000
Free Cash Flow,21665000,76092000,124916000,55850000
