Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,703001,711944,687002,571130
Liabilities,,,,
Total Liabilities,41197,69233,51536,42468
Stockholders' Equity,,,,
Common Stock,212786,191538,170076,150251
Total stockholders' equity,661804,642711,635466,528662
Total liabilities and stockholders' equity,703001,711944,687002,571130
