Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3847000,4079000,5016000,1776000
Depreciation & amortization,-,1868000,2049000,4024000
Change in working capital,-,-6208000,1643000,6175000
Inventory,-,-8332000,-6942000,2803000
Other working capital,-,-3351000,3378000,7431000
Other non-cash items,-,-447000,-2642000,-381000
Net cash provided by operating activites,-,-2176000,6813000,9948000
Investments in property plant and equipment,-,-1175000,-3435000,-2517000
Acquisitions net,-,-400000,-,-
Purchases of investments,-,-99000,-499000,-499000
Sales/Maturities of investments,-,167000,0,0
Other investing activites,-,4000,-10000,15000
Net cash used for investing activites,-,-1493000,-3921000,-2983000
Net change in cash,-,-5344000,738000,-12466000
Cash at beginning of period,-,30798000,30060000,42932000
Cash at end of period,-,25592000,30798000,30060000
Operating Cash Flow,-,-2176000,6813000,9948000
Capital Expenditure,-,-1175000,-3435000,-2517000
Free Cash Flow,-,-3351000,3378000,7431000
