Breakdown,ttm,9/30/2019,9/30/2018,3/31/2017
Net Income,1860766,2359603,2859671,2765539
Depreciation & amortization,1532849,1274016,1091879,1247464
Change in working capital,-65670,68287,-503796,-262785
Other working capital,2891564,1611512,4056628,2021958
Other non-cash items,422925,-658249,386599,-158045
Net cash provided by operating activites,3522287,2166115,4671452,3163933
Investments in property plant and equipment,-630723,-554603,-614824,-1141975
Acquisitions net,-,-2066964,-717784,-151409
Purchases of investments,-,-95924,-133534,-870988
Sales/Maturities of investments,-,-,23748,13015
Other investing activites,-87452,-87777,2891,6578
Net cash used for investing activites,-1453600,-2836909,-1533639,-2134962
Net change in cash,-34478,1667714,2061670,-578323
Cash at beginning of period,7453911,7571312,5509642,6625268
Cash at end of period,7626387,9239027,7571312,6046944
Operating Cash Flow,3522287,2166115,4671452,3163933
Capital Expenditure,-630723,-554603,-614824,-1141975
Free Cash Flow,2891564,1611512,4056628,2021958
