Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,251711,253742,388456,234673
Depreciation & amortization,-,84365,36182,60960
Change in working capital,-,-710860,-303532,305054
Inventory,-,-92739,-92432,5195
Other working capital,-,-693157,61052,636648
Other non-cash items,-,-16227,135343,-156703
Net cash provided by operating activites,-,-280878,192734,685320
Investments in property plant and equipment,-,-412279,-131682,-48672
Purchases of investments,-,-,-204078,-100000
Sales/Maturities of investments,-,199505,-,100000
Other investing activites,-,-480,-784,1693
Net cash used for investing activites,-,-213033,-335426,-46979
Net change in cash,-,-673655,-194874,457102
Cash at beginning of period,-,1239666,1434541,977439
Cash at end of period,-,566010,1239666,1434541
Operating Cash Flow,-,-280878,192734,685320
Capital Expenditure,-,-412279,-131682,-48672
Free Cash Flow,-,-693157,61052,636648
