Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,309190,309190,280115,244946,202469
Interest Expense,103158,103158,63948,35333,25805
Income Before Tax,186861,186861,168842,137350,110818
Income Tax Expense,37618,37618,31902,44258,29339
Income from Continuing Operations,149243,149243,136940,93092,81479
Net Income,149243,149243,136940,93092,81479
Net Income available to common shareholders,149180,149180,136877,93030,81432
Basic EPS,-,-,2.57,1.76,1.55
Diluted EPS,-,-,2.53,1.72,1.52
Basic Average Shares,-,-,53260,52858,52537
Diluted Average Shares,-,-,54102,54087,53574
