Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,72214,52535,150144,147823
Depreciation & amortization,-,179359,182232,191963
Change in working capital,-,68637,-151269,-618097
Inventory,-,-52837,-48344,-115041
Other working capital,-,61355,20868,-397859
Other non-cash items,-,-2379,70844,68584
Net cash provided by operating activites,-,238684,238173,-216441
Investments in property plant and equipment,-,-177329,-217305,-181418
Purchases of investments,-,-132000,-,-
Sales/Maturities of investments,-,373,7956,2
Other investing activites,-,143789,-17985,38243
Net cash used for investing activites,-,-165167,-224942,-125679
Net change in cash,-,149980,-60347,-494496
Cash at beginning of period,-,235357,295704,790200
Cash at end of period,-,385337,235357,295704
Operating Cash Flow,-,238684,238173,-216441
Capital Expenditure,-,-177329,-217305,-181418
Free Cash Flow,-,61355,20868,-397859
