Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3768000,4212000,2193000,3852000
Depreciation & amortization,-,6652000,6646000,6498000
Change in working capital,-,-1898000,-274000,-315000
Inventory,-,-1043000,372000,714000
Other working capital,-,267000,3752000,711000
Other non-cash items,-,-282000,249000,-967000
Net cash provided by operating activites,-,8240000,8771000,11972000
Investments in property plant and equipment,-,-7973000,-5019000,-11261000
Acquisitions net,-,-,0,-56000
Purchases of investments,-,-157000,-138000,-149000
Sales/Maturities of investments,-,1414000,1241000,1207000
Other investing activites,-,401000,31000,2911000
Net cash used for investing activites,-,-6301000,-3785000,-6854000
Net change in cash,-,-1692000,-942000,2319000
Cash at beginning of period,-,10418000,11336000,9017000
Cash at end of period,-,8726000,10418000,11336000
Operating Cash Flow,-,8240000,8771000,11972000
Capital Expenditure,-,-7973000,-5019000,-11261000
Free Cash Flow,-,267000,3752000,711000
