Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,936266,582608,425613,363989
Liabilities,,,,
Total Liabilities,895931,604737,461740,358212
Stockholders' Equity,,,,
Common Stock,40000,-,-,-
Retained Earnings,-211786,-238784,-246640,-205859
Accumulated other comprehensive income,0,3558,-2178,0
Total stockholders' equity,40906,-21791,-36033,5787
Total liabilities and stockholders' equity,936266,582608,425613,363989
