Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,2157197,2081613,1800027,1712498
Liabilities,,,,
Total Liabilities,1061945,1024634,886859,814357
Stockholders' Equity,,,,
Common Stock,902627,904619,789843,792461
Retained Earnings,37859,30397,35161,47399
Accumulated other comprehensive income,74980,62561,47198,20137
Total stockholders' equity,1015466,997577,872202,859997
Total liabilities and stockholders' equity,2157197,2081613,1800027,1712498
