Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10398000,9220000,8857000,8564000
Depreciation & amortization,-,3055000,2915000,2751000
Change in working capital,-,-2466000,-653000,1808000
Inventory,-,-699000,-734000,-962000
Other working capital,-,6558000,8357000,10430000
Other non-cash items,-,907000,1986000,1127000
Net cash provided by operating activites,-,9589000,11870000,14360000
Investments in property plant and equipment,-,-3031000,-3513000,-3930000
Purchases of investments,-,-14326000,-18105000,-20379000
Sales/Maturities of investments,-,14088000,15584000,16650000
Other investing activites,-,-276000,-582000,-536000
Net cash used for investing activites,-,-2160000,-5345000,-6957000
Net change in cash,-,1858000,3133000,-923000
Cash at beginning of period,-,24043000,20910000,21833000
Cash at end of period,-,25902000,24043000,20910000
Operating Cash Flow,-,9589000,11870000,14360000
Capital Expenditure,-,-3031000,-3513000,-3930000
Free Cash Flow,-,6558000,8357000,10430000
