Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1543000,3589000,3882000,3762000
Depreciation & amortization,-,1855000,2179000,2109000
Change in working capital,-,-373000,-1119000,-630000
Inventory,-,-106000,-34000,-372000
Other working capital,-,2072000,1851000,3272000
Other non-cash items,-,-10000,-126000,-103000
Net cash provided by operating activites,-,5417000,4645000,5640000
Investments in property plant and equipment,-,-3345000,-2794000,-2368000
Acquisitions net,-,-,-124000,-
Purchases of investments,-,-3111000,-204000,-234000
Sales/Maturities of investments,-,910000,2000,300000
Other investing activites,-,19000,-604000,-101000
Net cash used for investing activites,-,-5482000,-3604000,-2607000
Net change in cash,-,-918000,-93000,2401000
Cash at beginning of period,-,19195000,19289000,16887000
Cash at end of period,-,18367000,19195000,19289000
Operating Cash Flow,-,5417000,4645000,5640000
Capital Expenditure,-,-3345000,-2794000,-2368000
Free Cash Flow,-,2072000,1851000,3272000
