Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,861457,874533,663970,502822
Liabilities,,,,
Total Liabilities,129352,118429,88749,77825
Stockholders' Equity,,,,
Common Stock,4621,4523,4194,3937
Retained Earnings,-,-,-1759,-
Total stockholders' equity,732105,756104,575221,424997
Total liabilities and stockholders' equity,861457,874533,663970,502822
