Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,90601,66499,46033,36594
Liabilities,,,,
Total Liabilities,7566,9092,3371,427.04
Stockholders' Equity,,,,
Common Stock,65050,40905,36595,36591
Retained Earnings,-2876,-2836,-772.6,-
Accumulated other comprehensive income,20861,19338,6839,-423.733
Total stockholders' equity,83035,57407,42661,36167
Total liabilities and stockholders' equity,90601,66499,46033,36594
