Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3327849000,3220162000,3211036000
Liabilities,,,
Total Liabilities,3125914000,3023805000,3021625000
Stockholders' Equity,,,
Common Stock,19598000,19598000,19598000
Retained Earnings,136604000,132089000,127197000
Total stockholders' equity,201878000,196302000,189358000
Total liabilities and stockholders' equity,3327849000,3220162000,3211036000
