Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1815985,1562779,1762520,1869780
Depreciation & amortization,-,203369,202973,244303
Change in working capital,-,2300325,-1997515,1238086
Inventory,-,-85706,-288677,644591
Other working capital,-,3885773,-197789,3201767
Other non-cash items,-,-8643,-59017,50867
Net cash provided by operating activites,-,4011823,-40653,3395390
Investments in property plant and equipment,-,-126050,-157136,-193623
Purchases of investments,-,-1200000,-913980,-201052
Sales/Maturities of investments,-,600000,200000,-
Other investing activites,-,-1,1,-
Net cash used for investing activites,-,-726051,-869440,-391949
Net change in cash,-,2406925,-1637424,1985627
Cash at beginning of period,-,2086668,3677937,1692309
Cash at end of period,-,4493594,2086668,3677937
Operating Cash Flow,-,4011823,-40653,3395390
Capital Expenditure,-,-126050,-157136,-193623
Free Cash Flow,-,3885773,-197789,3201767
