Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,370370,370370,377753,375210,396663
Income Before Tax,115517,115517,87581,82240,112821
Income Tax Expense,22827,22827,15949,36009,34956
Income from Continuing Operations,92690,92690,71632,46231,77865
Net Income,92690,92690,71632,46231,77865
Net Income available to common shareholders,92690,92690,71632,46231,77865
Basic EPS,-,-,3.73,2.41,4.08
Diluted EPS,-,-,3.71,2.40,4.05
Basic Average Shares,-,-,19209,19165,19106
Diluted Average Shares,-,-,19293,19246,19204
