Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-564000,992000,2467000,3268000
Depreciation & amortization,8753000,4590000,4673000,4738000
Change in working capital,9750000,-2585000,72000,-831000
Inventory,-759000,-871000,-439000,-179000
Other working capital,11115000,-2235000,3598000,4115000
Other non-cash items,3333000,-204000,272000,-102000
Net cash provided by operating activites,21422000,3754000,7454000,7687000
Investments in property plant and equipment,-10307000,-5989000,-3856000,-3572000
Other investing activites,-961000,-771000,-252000,-333000
Net cash used for investing activites,3309000,-6756000,-4108000,-3854000
Net change in cash,13899000,-4110000,2273000,2837000
Cash at beginning of period,16793000,20585000,18311000,15474000
Cash at end of period,30693000,16475000,20585000,18311000
Operating Cash Flow,21422000,3754000,7454000,7687000
Capital Expenditure,-10307000,-5989000,-3856000,-3572000
Free Cash Flow,11115000,-2235000,3598000,4115000
