Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,1646000,1646000,-454000,260000,-817458
Depreciation & amortization,575000,575000,508000,373000,322355
Change in working capital,-1977000,-1977000,521000,-778000,-622629
Inventory,-1388000,-1388000,-425000,-,-
Other working capital,-951000,-951000,-180000,-454000,-1347674
Other non-cash items,-,-,-,-274000,-133505
Net cash provided by operating activites,-433000,-433000,396000,-311000,-1113689
Investments in property plant and equipment,-518000,-518000,-576000,-143000,-233985
Acquisitions net,-483000,-483000,-277000,-939000,-2111676
Other investing activites,-104000,-104000,-314000,-149000,-7041
Net cash used for investing activites,-1105000,-1105000,-378000,-931000,-1928434
Net change in cash,-2182000,-2182000,392000,352000,-1455302
Cash at beginning of period,7054000,7054000,6650000,6273000,7783420
Cash at end of period,4795000,4795000,7054000,6650000,6328117
Operating Cash Flow,-433000,-433000,396000,-311000,-1113689
Capital Expenditure,-518000,-518000,-576000,-143000,-233985
Free Cash Flow,-951000,-951000,-180000,-454000,-1347674
