Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,63750,71785,68550,58429
Liabilities,,,,
Total Liabilities,2520,5235,4152,1678
Stockholders' Equity,,,,
Common Stock,55288,54690,54180,53489
Retained Earnings,5942,11861,10218,3262
Total stockholders' equity,61230,66551,64399,56751
Total liabilities and stockholders' equity,63750,71785,68550,58429
