Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,52637000,48627000,53448000,28991000
Depreciation & amortization,16405000,13976000,12887000,18617000
Change in working capital,-11073000,-13823000,15520000,6722000
Inventory,-9049000,-3207000,-4382000,-9266000
Other working capital,54091000,35797000,81066000,8165000
Other non-cash items,314000,178000,394000,9784000
Net cash provided by operating activites,66333000,48711000,93420000,21624000
Investments in property plant and equipment,-12242000,-12914000,-12354000,-13459000
Acquisitions net,-,-,-,-84348000
Purchases of investments,-113159000,-2778000,-6226000,-356000
Sales/Maturities of investments,-,-,31000,8935000
Other investing activites,14351000,-21050000,-8357000,29499000
Net cash used for investing activites,-315547000,-35049000,-16523000,-59729000
Net change in cash,-9771000,-14983000,47287000,-29971000
Cash at beginning of period,139559000,147775000,105603000,135575000
Cash at end of period,129788000,137296000,147775000,105603000
Operating Cash Flow,66333000,48711000,93420000,21624000
Capital Expenditure,-12242000,-12914000,-12354000,-13459000
Free Cash Flow,54091000,35797000,81066000,8165000
