Breakdown,ttm,4/30/2019,4/30/2018,4/30/2017,4/30/2016
Net Income,530090,607592,718621,557946,594107
Depreciation & amortization,-,520852,530362,514291,475756
Change in working capital,-,-441889,-413544,708121,-365146
Inventory,-,-104749,83771,-176704,-459255
Other working capital,-,108858,123401,681051,758013
Other non-cash items,-,125768,178041,-237128,242317
Net cash provided by operating activites,-,735571,1003186,1188387,1048991
Investments in property plant and equipment,-,-626713,-879785,-507336,-290978
Acquisitions net,-,-30000,-74500,-,-
Purchases of investments,-,-11000,-1,-120033,-2000
Sales/Maturities of investments,-,6000,-,2,225
Other investing activites,-,-14201,161771,-135073,-48237
Net cash used for investing activites,-,-723784,-723625,-782001,-313910
Net change in cash,-,-70011,328722,65481,58653
Cash at beginning of period,-,748439,409470,343988,285335
Cash at end of period,-,728428,748439,409470,343988
Operating Cash Flow,-,735571,1003186,1188387,1048991
Capital Expenditure,-,-626713,-879785,-507336,-290978
Free Cash Flow,-,108858,123401,681051,758013
