Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Revenue,21308,23841,7525,33345,12365
Interest Expense,38,32,97,14,51
Income Before Tax,-1387,2160,-8322,16579,-2469
Income Tax Expense,-773,319,3188,4051,3090
Income from Continuing Operations,-614,1841,-11510,12528,-5559
Net Income,-3368,-819,-11510,12528,-5559
Net Income available to common shareholders,-3368,-819,-11510,12528,-5559
Basic EPS,-,-0.06,-0.92,1.01,-0.45
Diluted EPS,-,-0.06,-0.92,1.00,-0.45
Basic Average Shares,-,12822,12475,12438,12436
Diluted Average Shares,-,12822,12475,12473,12436
