Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1561000,1449000,947000,-1575000
Depreciation & amortization,-,203000,231000,267000
Change in working capital,-,7261000,-3434000,5923000
Inventory,-,2400000,-5782000,6799000
Other working capital,-,8917000,-2023000,4924000
Other non-cash items,-,1007000,69000,199000
Net cash provided by operating activites,-,9061000,-1996000,5068000
Investments in property plant and equipment,-,-144000,-27000,-144000
Purchases of investments,-,0,-1068000,-747000
Sales/Maturities of investments,-,248000,0,0
Other investing activites,-,-1000,28000,86000
Net cash used for investing activites,-,1824000,-1048000,-727000
Net change in cash,-,-112000,-2465000,9513000
Cash at beginning of period,-,17176000,19599000,10086000
Cash at end of period,-,17064000,17176000,19599000
Operating Cash Flow,-,9061000,-1996000,5068000
Capital Expenditure,-,-144000,-27000,-144000
Free Cash Flow,-,8917000,-2023000,4924000
