Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11490000,9799000,9289000,10011000
Depreciation & amortization,-,6404000,5914000,5923000
Change in working capital,-,-303000,-1290000,703000
Inventory,-,-4359000,-2186000,-827000
Other working capital,-,14828000,13702000,9448000
Other non-cash items,-,1371000,914000,-2322000
Net cash provided by operating activites,-,21745000,19154000,13428000
Investments in property plant and equipment,-,-6917000,-5452000,-3980000
Purchases of investments,-,-3045000,-5246000,-7092000
Sales/Maturities of investments,-,-,7000,1922000
Other investing activites,-,58000,50000,369000
Net cash used for investing activites,-,-10245000,-11014000,-9511000
Net change in cash,-,7281000,6125000,947000
Cash at beginning of period,-,30063000,23466000,22495000
Cash at end of period,-,37345000,30063000,23466000
Operating Cash Flow,-,21745000,19154000,13428000
Capital Expenditure,-,-6917000,-5452000,-3980000
Free Cash Flow,-,14828000,13702000,9448000
