Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,22531402000,22929935000,22607603000
Liabilities,,,
Total Liabilities,18927663000,19094400000,19037844000
Stockholders' Equity,,,
Common Stock,150000000,150000000,150000000
Retained Earnings,1742188000,1837908000,1699030000
Total stockholders' equity,3576712000,3807746000,3544438000
Total liabilities and stockholders' equity,22531402000,22929935000,22607603000
