Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,21295000,19204000,19119000,20395000
Depreciation & amortization,-,5742000,6005000,7368000
Change in working capital,-,-4870000,2763000,-5595000
Inventory,-,1310000,485000,-2262000
Other working capital,-,12109000,27113000,16711000
Other non-cash items,-,203000,444000,369000
Net cash provided by operating activites,-,15772000,30453000,19910000
Investments in property plant and equipment,-,-3663000,-3340000,-3199000
Acquisitions net,-,-247000,-,-
Purchases of investments,-,-883000,-691000,-493000
Sales/Maturities of investments,-,1898000,2887000,912000
Other investing activites,-,-36704000,-322000,509000
Net cash used for investing activites,-,-39302000,-1378000,1070000
Net change in cash,-,-37786000,20959000,1669000
Cash at beginning of period,-,126569000,105610000,103940000
Cash at end of period,-,88782000,126569000,105610000
Operating Cash Flow,-,15772000,30453000,19910000
Capital Expenditure,-,-3663000,-3340000,-3199000
Free Cash Flow,-,12109000,27113000,16711000
