Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,10198000,10198000,11527000,10100000,6764000
Depreciation & amortization,6395000,6395000,5613000,6535000,6484000
Change in working capital,-1218000,-1218000,-1024000,-1742000,4852000
Inventory,-1421000,-1421000,-597000,-1876000,4041000
Other working capital,1780000,1780000,10130000,16598000,18824000
Other non-cash items,435000,435000,410000,1081000,907000
Net cash provided by operating activites,12224000,12224000,10130000,16598000,18824000
Investments in property plant and equipment,-10444000,-10444000,-,-,-
Acquisitions net,-,-,-121000,-138000,-3741000
Purchases of investments,-47000,-47000,-801000,-682000,-64000
Sales/Maturities of investments,1069000,1069000,8962000,2938000,-
Other investing activites,-43000,-43000,-8404000,2776000,-14829000
Net cash used for investing activites,-9267000,-9267000,-299000,17271000,-18576000
Net change in cash,-2112000,-2112000,8562000,-6513000,7238000
Cash at beginning of period,29408000,29408000,21550000,28313000,21075000
Cash at end of period,27260000,27260000,30112000,21550000,28313000
Operating Cash Flow,12224000,12224000,10130000,16598000,18824000
Capital Expenditure,-10444000,-10444000,-,-,-
Free Cash Flow,1780000,1780000,10130000,16598000,18824000
