Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1537000,1588000,2867000,2584000
Depreciation & amortization,-,3598000,3393000,3342000
Change in working capital,-,1507000,-1829000,-739000
Inventory,-,2202000,1343000,-2405000
Other working capital,-,5214000,5433000,2449000
Other non-cash items,-,-439000,-384000,1625000
Net cash provided by operating activites,-,5214000,5433000,2449000
Acquisitions net,-,-376000,-,-
Purchases of investments,-,-505000,-303000,-849000
Sales/Maturities of investments,-,259000,1732000,145000
Other investing activites,-,-609000,-2828000,-5493000
Net cash used for investing activites,-,-1302000,-1282000,-6268000
Net change in cash,-,1550000,-11123000,-1718000
Cash at beginning of period,-,7217000,18340000,20059000
Cash at end of period,-,8768000,7217000,18340000
Operating Cash Flow,-,5214000,5433000,2449000
Free Cash Flow,-,5214000,5433000,2449000
