Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5950000,5584000,10227000,9645000
Depreciation & amortization,-,3274000,2857000,2678000
Change in working capital,-,143905000,-232911000,192200000
Other working capital,-,149471000,-236320000,194207000
Other non-cash items,-,-30420000,-60900000,-52134000
Net cash provided by operating activites,-,153020000,-233047000,197539000
Investments in property plant and equipment,-,-3549000,-3273000,-3332000
Purchases of investments,-,-941512000,-1106238000,-1130677000
Sales/Maturities of investments,-,937319000,1508346000,1085972000
Other investing activites,-,1000,-,1000
Net cash used for investing activites,-,-7491000,399114000,-47530000
Net change in cash,-,132895000,161382000,134668000
Cash at beginning of period,-,667185000,505802000,371134000
Cash at end of period,-,800081000,667185000,505802000
Operating Cash Flow,-,153020000,-233047000,197539000
Capital Expenditure,-,-3549000,-3273000,-3332000
Free Cash Flow,-,149471000,-236320000,194207000
