Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3974000,4793000,9142000,6958000
Depreciation & amortization,-,5173000,4230000,3964000
Change in working capital,-,-8302000,-8361000,-2145000
Inventory,-,-5220000,-9913000,-3557000
Other working capital,-,-18564000,-2586000,4921000
Other non-cash items,-,-1260000,813000,898000
Net cash provided by operating activites,-,-2254000,5542000,10163000
Investments in property plant and equipment,-,-16310000,-8128000,-5242000
Purchases of investments,-,-92000,-819000,-457000
Sales/Maturities of investments,-,1516000,457000,1569000
Other investing activites,-,-2000,-9000,49000
Net cash used for investing activites,-,-14867000,-7273000,-4081000
Net change in cash,-,-2771000,894000,3561000
Cash at beginning of period,-,14799000,13905000,10342000
Cash at end of period,-,12028000,14799000,13905000
Operating Cash Flow,-,-2254000,5542000,10163000
Capital Expenditure,-,-16310000,-8128000,-5242000
Free Cash Flow,-,-18564000,-2586000,4921000
