Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,262722,1137152,780128,728536
Depreciation & amortization,-,5127132,5138913,4887844
Change in working capital,-,-325184,-241638,340342
Inventory,-,83816,-190363,12546
Other working capital,-,-3220824,-4005262,3196879
Other non-cash items,-,712326,-682746,1669398
Net cash provided by operating activites,-,5392699,4726739,7406479
Investments in property plant and equipment,-,-8613523,-8732001,-4209600
Other investing activites,-,340,16160,-1590
Net cash used for investing activites,-,24143,-5267226,-4211190
Net change in cash,-,-83164,-2807476,1995491
Cash at beginning of period,-,1519781,4327257,2331766
Cash at end of period,-,1436617,1519781,4327257
Operating Cash Flow,-,5392699,4726739,7406479
Capital Expenditure,-,-8613523,-8732001,-4209600
Free Cash Flow,-,-3220824,-4005262,3196879
