Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3478544,3279096,3081083,2951522
Liabilities,,,,
Total Liabilities,2942823,2791471,2634869,2593885
Stockholders' Equity,,,,
Common Stock,258,258,257,229.715
Retained Earnings,201080,160626,118353,95274
Accumulated other comprehensive income,2386,-2975,-389,-921.589
Total stockholders' equity,535721,487625,446214,357638
Total liabilities and stockholders' equity,3478544,3279096,3081083,2951522
