Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-1776177,-2028927,-252384,124240
Depreciation & amortization,-,838806,999794,988161
Change in working capital,-,580646,-148301,123866
Inventory,-,168265,61647,-99749
Other working capital,-,-5188,316099,-10001
Other non-cash items,-,-151959,-52562,312930
Net cash provided by operating activites,-,694181,1108229,1644621
Investments in property plant and equipment,-,-699369,-792130,-1654622
Acquisitions net,-,-252920,-,-166659
Purchases of investments,-,-,-,-170083
Other investing activites,-,-66113,-69621,-237110
Net cash used for investing activites,-,-985569,-861751,-2228474
Net change in cash,-,-1083028,26792,-8939
Cash at beginning of period,-,3244765,3217973,3226912
Cash at end of period,-,2161737,3244765,3217973
Operating Cash Flow,-,694181,1108229,1644621
Capital Expenditure,-,-699369,-792130,-1654622
Free Cash Flow,-,-5188,316099,-10001
