Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,236386,218293,181976,191204
Depreciation & amortization,-,48357,30537,15865
Stock based compensation,-,4028,1120,-
Change in working capital,-,-173900,-45223,45326
Inventory,-,-37831,-8522,21536
Other working capital,-,106024,101011,255715
Other non-cash items,-,58408,-17104,38394
Net cash provided by operating activites,-,143530,164123,290793
Investments in property plant and equipment,-,-37506,-63112,-35078
Sales/Maturities of investments,-,3231,67838,-
Other investing activites,-,-42077,-15184,-20306
Net cash used for investing activites,-,-58119,10182,-43575
Net change in cash,-,-97812,471349,408556
Cash at beginning of period,-,1697566,1226216,817660
Cash at end of period,-,1599753,1697566,1226216
Operating Cash Flow,-,143530,164123,290793
Capital Expenditure,-,-37506,-63112,-35078
Free Cash Flow,-,106024,101011,255715
