Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,4164000,4164000,4188000,2373000
Depreciation & amortization,3792000,3792000,3857000,3329000
Change in working capital,-257000,-257000,-3400000,-1004000
Inventory,-2036000,-2036000,-1289000,-1198000
Other working capital,4568000,4568000,1252000,3354000
Other non-cash items,247000,247000,216000,204000
Net cash provided by operating activites,7654000,7654000,4433000,7371000
Investments in property plant and equipment,-3086000,-3086000,-3181000,-4017000
Purchases of investments,-7000,-7000,-7000,-107000
Sales/Maturities of investments,-,-,-,244000
Other investing activites,-3000,-3000,6000,-2000
Net cash used for investing activites,-3083000,-3083000,-3172000,-3813000
Net change in cash,1621000,1621000,-1082000,-514000
Cash at beginning of period,4641000,4641000,5279000,4844000
Cash at end of period,6262000,6262000,4641000,4329000
Operating Cash Flow,7654000,7654000,4433000,7371000
Capital Expenditure,-3086000,-3086000,-3181000,-4017000
Free Cash Flow,4568000,4568000,1252000,3354000
