Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,6634829,6579874,4818127,4500059
Liabilities,,,,
Total Liabilities,5507670,5311126,3760946,3352430
Stockholders' Equity,,,,
Common Stock,891,996,844,918
Retained Earnings,366679,359096,361039,350806
Accumulated other comprehensive income,2839,18535,1044,-16787
Total stockholders' equity,1127159,1268748,1057181,1147629
Total liabilities and stockholders' equity,6634829,6579874,4818127,4500059
