Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,948230,752815,841618,733153
Liabilities,,,,
Total Liabilities,176681,150652,150178,149509
Stockholders' Equity,,,,
Common Stock,128568,128568,128568,0
Retained Earnings,642981,473595,562872,455076
Total stockholders' equity,771549,602163,691440,583644
Total liabilities and stockholders' equity,948230,752815,841618,733153
