Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,1462872,970490,368239,208692,307807
Depreciation & amortization,398210,325224,211565,172276,91725
Change in working capital,-676965,-465430,-183457,-42656,-405066
Inventory,-175016,-19044,-16772,22907,-25406
Other working capital,1710019,853977,1046507,256716,12655
Other non-cash items,708182,407208,218984,66520,37059
Net cash provided by operating activites,2000390,1133873,1247514,394241,148448
Investments in property plant and equipment,-290371,-279896,-201007,-137525,-135793
Acquisitions net,-905431,-1059733,-1829,-547084,-175608
Purchases of investments,-,-,-60480,-360463,-8870
Sales/Maturities of investments,-,500,-,-,3874
Other investing activites,87510,72111,-8814,-210394,36621
Net cash used for investing activites,-1076240,-1152505,-272130,-1255466,-279776
Net change in cash,5998113,6216822,621726,341372,348754
Cash at beginning of period,2511465,2474400,1977028,1635655,1286900
Cash at end of period,8521508,8691223,2474400,1977028,1635655
Operating Cash Flow,2000390,1133873,1247514,394241,148448
Capital Expenditure,-290371,-279896,-201007,-137525,-135793
Free Cash Flow,1710019,853977,1046507,256716,12655
