Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,2563000,2714000,2371000,2289000,1585000
Depreciation & amortization,-,548000,440000,460000,530000
Change in working capital,-,-585000,696000,-2000,721000
Inventory,-,-61000,-229000,-,-
Other working capital,-,1698000,512000,-215000,3074000
Other non-cash items,-,597000,-459000,164000,-99000
Net cash provided by operating activites,-,3349000,3660000,3035000,3232000
Investments in property plant and equipment,-,-1651000,-3148000,-3250000,-158000
Purchases of investments,-,-807000,-1095000,-303000,-457000
Sales/Maturities of investments,-,891000,1383000,490000,555000
Other investing activites,-,36000,111000,-185000,30000
Net cash used for investing activites,-,-1199000,-2648000,-3248000,9000
Net change in cash,-,631000,-35000,-578000,2141000
Cash at beginning of period,-,14798000,14833000,15412000,13270000
Cash at end of period,-,15430000,14798000,14833000,15412000
Operating Cash Flow,-,3349000,3660000,3035000,3232000
Capital Expenditure,-,-1651000,-3148000,-3250000,-158000
Free Cash Flow,-,1698000,512000,-215000,3074000
