Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25702000,23148000,32916000,31586000
Depreciation & amortization,-,6825000,5284000,8335000
Change in working capital,-,-240623000,-111119000,-514901000
Other working capital,-,-253822000,-151780000,-478675000
Other non-cash items,-,-105639000,-146500000,-46049000
Net cash provided by operating activites,-,-247867000,-140772000,-471709000
Investments in property plant and equipment,-,-5955000,-11008000,-6966000
Acquisitions net,-,-,-,-3799000
Purchases of investments,-,-2621046000,-2156965000,-1703015000
Sales/Maturities of investments,-,2966726000,2331750000,1967557000
Other investing activites,-,-,1000,-3000
Net cash used for investing activites,-,339732000,163919000,254033000
Net change in cash,-,58213000,19779000,-221141000
Cash at beginning of period,-,957345000,937565000,1158707000
Cash at end of period,-,1015558000,957345000,937565000
Operating Cash Flow,-,-247867000,-140772000,-471709000
Capital Expenditure,-,-5955000,-11008000,-6966000
Free Cash Flow,-,-253822000,-151780000,-478675000
