Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,84207,84207,58412,39221,35870
Interest Expense,12092,12092,8710,6041,6047
Income Before Tax,39922,39922,21565,15443,14082
Income Tax Expense,12074,12074,6435,8089,5812
Income from Continuing Operations,27848,27848,15130,7354,8270
Net Income,27848,27848,15130,7354,8270
Net Income available to common shareholders,27570,27570,14996,7354,8270
Basic EPS,-,-,1.29,1.04,1.18
Diluted EPS,-,-,1.29,1.02,1.17
Basic Average Shares,-,-,11726,7099,7007
Diluted Average Shares,-,-,11726,7183,7082
