Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,768170,577775,386881,337722
Depreciation & amortization,-,121852,159374,181126
Change in working capital,-,31205,74010,-94401
Inventory,-,14,-146,-129
Other working capital,-,819419,633800,394456
Other non-cash items,-,49760,61486,12334
Net cash provided by operating activites,-,908858,760177,473033
Investments in property plant and equipment,-,-89439,-126377,-78577
Purchases of investments,-,-,-,-8800
Sales/Maturities of investments,-,-,9321,12291
Other investing activites,-,-10826,-9628,-2629
Net cash used for investing activites,-,-60665,-110684,-80715
Net change in cash,-,504032,124422,-479305
Cash at beginning of period,-,1409875,1285453,1764758
Cash at end of period,-,1913907,1409875,1285453
Operating Cash Flow,-,908858,760177,473033
Capital Expenditure,-,-89439,-126377,-78577
Free Cash Flow,-,819419,633800,394456
