Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-388000,-3284000,-1396000,-3220000
Depreciation & amortization,-,957000,3248000,3388000
Stock based compensation,-,-,143000,-
Change in working capital,-,-329000,-438000,-1955000
Inventory,-,-82000,-23000,-39000
Other working capital,-,-1356000,2297000,-708000
Other non-cash items,-,274000,1434000,1223000
Net cash provided by operating activites,-,-885000,3897000,1783000
Investments in property plant and equipment,-,-471000,-1600000,-2491000
Acquisitions net,-,-150000,-,-
Purchases of investments,-,-392000,-106000,-7000
Sales/Maturities of investments,-,218000,-,415000
Other investing activites,-,-271000,387000,-155000
Net cash used for investing activites,-,3182000,13912000,-2913000
Net change in cash,-,-1943000,1060000,-2467000
Cash at beginning of period,-,8955000,7894000,10362000
Cash at end of period,-,7011000,8955000,7894000
Operating Cash Flow,-,-885000,3897000,1783000
Capital Expenditure,-,-471000,-1600000,-2491000
Free Cash Flow,-,-1356000,2297000,-708000
