Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8909000,7772000,6620000,7337000
Depreciation & amortization,15353000,15090000,15346000,15641000
Change in working capital,346000,-3488000,268000,391000
Inventory,-142000,-306000,-333000,553000
Other working capital,15435000,9182000,9244000,15361000
Other non-cash items,2662000,77000,-400000,1166000
Net cash provided by operating activites,27268000,21605000,20909000,26692000
Investments in property plant and equipment,-11833000,-12423000,-11665000,-11331000
Acquisitions net,-1408000,-202000,-1175000,-
Purchases of investments,-13000,-313000,-134000,-27000
Sales/Maturities of investments,582000,6000,884000,0
Other investing activites,-344000,208000,30000,-140000
Net cash used for investing activites,-12511000,-12443000,-11488000,-10985000
Net change in cash,1067000,1014000,-106000,-933000
Cash at beginning of period,3964000,3004000,3111000,4044000
Cash at end of period,5033000,4018000,3004000,3111000
Operating Cash Flow,27268000,21605000,20909000,26692000
Capital Expenditure,-11833000,-12423000,-11665000,-11331000
Free Cash Flow,15435000,9182000,9244000,15361000
