Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-2245000,796000,2525000,-1944000
Depreciation & amortization,-,2045000,3783000,2313000
Change in working capital,-,-2923000,1855000,-1198000
Inventory,-,-887000,173000,-672000
Other working capital,-,-3361000,7352000,-4430000
Other non-cash items,-,-60000,1373000,-200000
Net cash provided by operating activites,-,-1874000,11440000,-5000
Investments in property plant and equipment,-,-1487000,-4088000,-4425000
Purchases of investments,-,-,-200000,-620000
Sales/Maturities of investments,-,1080000,1200000,1300000
Other investing activites,-,-112000,-149000,-34000
Net cash used for investing activites,-,-519000,-3234000,-3769000
Net change in cash,-,-4706000,5609000,-4993000
Cash at beginning of period,-,26403000,20794000,25788000
Cash at end of period,-,21810000,26403000,20794000
Operating Cash Flow,-,-1874000,11440000,-5000
Capital Expenditure,-,-1487000,-4088000,-4425000
Free Cash Flow,-,-3361000,7352000,-4430000
